Transaction_ID,Date,Amount,Category,Type,Payment_Mode,Merchant,Notes,Month_Num,Month_Name,Day_of_Week,Week_Number,Spend_Bucket,Is_Weekend,Is_Anomaly,Quarter
TXN10808,2024-10-13,1927.03,Miscellaneous,Want,GPay,Donation,Donation payment,10,October,Sunday,41,Medium,Yes,No,Q4
TXN10234,2024-04-10,1857.64,Health & Medical,Need,PhonePe,Fortis Hospital,Fortis Hospital payment,4,April,Wednesday,15,Medium,No,No,Q2
TXN10220,2024-04-04,55.37,Transport,Need,GPay,Uber,Uber payment,4,April,Thursday,14,Small,No,No,Q2
TXN10500,2024-07-05,3768.69,Shopping,Want,BHIM UPI,Myntra,Myntra payment,7,July,Friday,27,Large,No,No,Q3
TXN10673,2024-08-25,722.06,Food & Dining,Need,BHIM UPI,Swiggy,Swiggy payment,8,August,Sunday,34,Medium,Yes,No,Q3
TXN10132,2024-02-22,605.71,Food & Dining,Need,GPay,Dominos,Dominos payment,2,February,Thursday,8,Medium,No,No,Q1
TXN10433,2024-06-19,2875.25,Groceries,Need,PhonePe,BigBasket,BigBasket payment,6,June,Wednesday,25,Large,No,No,Q2
TXN10670,2024-08-25,627.03,Food & Dining,Need,Paytm,Local Dhaba,Local Dhaba payment,8,August,Sunday,34,Medium,Yes,No,Q3
TXN10185,2024-03-19,5373.8,Education,Need,Paytm,Unacademy,Unacademy payment,3,March,Tuesday,12,Large,No,No,Q1
TXN10041,2024-01-16,78.32,Transport,Need,Paytm,Ola,Ola payment,1,January,Tuesday,3,Small,No,No,Q1
TXN10625,2024-08-12,553.71,Food & Dining,Need,Amazon Pay,Zomato,Zomato payment,8,August,Monday,33,Medium,No,No,Q3
TXN10108,2024-02-14,380.8,Entertainment,Want,PhonePe,PVR Cinemas,PVR Cinemas payment,2,February,Wednesday,7,Small,No,No,Q1
TXN10603,2024-08-06,1907.0,Shopping,Want,GPay,Flipkart,Flipkart payment,8,August,Tuesday,32,Medium,No,No,Q3
TXN10056,2024-01-21,639.31,Transport,Need,Paytm,Uber,Uber payment,1,January,Sunday,3,Medium,Yes,No,Q1
TXN10428,2024-06-18,837.72,Miscellaneous,Want,GPay,Gift,Gift payment,6,June,Tuesday,25,Medium,No,No,Q2
TXN10468,2024-06-25,915.66,Entertainment,Want,Paytm,BookMyShow,BookMyShow payment,6,June,Tuesday,26,Medium,No,No,Q2
TXN10576,2024-07-26,1669.01,Groceries,Need,Paytm,Local Kirana,Local Kirana payment,7,July,Friday,30,Medium,No,No,Q3
TXN10877,2024-11-08,1310.72,Bills & Utilities,Need,GPay,LPG Booking,LPG Booking payment,11,November,Friday,45,Medium,No,No,Q4
TXN10024,2024-01-11,4954.96,Shopping,Want,Paytm,Myntra,Myntra payment,1,January,Thursday,2,Large,No,No,Q1
TXN10440,2024-06-20,616.07,Subscriptions,Want,GPay,Spotify,Spotify payment,6,June,Thursday,25,Medium,No,No,Q2
TXN10882,2024-11-10,410.57,Subscriptions,Want,Paytm,Spotify,Spotify payment,11,November,Sunday,45,Small,Yes,No,Q4
TXN10543,2024-07-16,1822.55,Miscellaneous,Want,Paytm,Temple,Temple payment,7,July,Tuesday,29,Medium,No,No,Q3
TXN10633,2024-08-14,1700.0,Shopping,Want,GPay,Myntra,Myntra payment,8,August,Wednesday,33,Medium,No,No,Q3
TXN10830,2024-10-20,1132.4,Bills & Utilities,Need,BHIM UPI,BESCOM,BESCOM payment,10,October,Sunday,42,Medium,Yes,No,Q4
TXN10944,2024-12-03,3464.79,Education,Need,GPay,Coursera,Coursera payment,12,December,Tuesday,49,Large,No,No,Q4
TXN10338,2024-05-19,5124.0,Travel,Want,GPay,Airbnb,Airbnb payment,5,May,Sunday,20,Large,Yes,No,Q2
TXN10051,2024-01-20,2631.38,Bills & Utilities,Need,GPay,BESCOM,BESCOM payment,1,January,Saturday,3,Large,Yes,No,Q1
TXN10383,2024-06-05,2271.49,Groceries,Need,PhonePe,Reliance Fresh,Reliance Fresh payment,6,June,Wednesday,23,Large,No,No,Q2
TXN10527,2024-07-12,636.78,Groceries,Need,Paytm,BigBasket,BigBasket payment,7,July,Friday,28,Medium,No,No,Q3
TXN10887,2024-11-10,526.87,Shopping,Want,Paytm,Amazon,Amazon payment,11,November,Sunday,45,Medium,Yes,No,Q4
TXN10264,2024-04-20,2657.97,Shopping,Want,PhonePe,Nykaa,Nykaa payment,4,April,Saturday,16,Large,Yes,No,Q2
TXN10549,2024-07-19,2611.16,Shopping,Want,PhonePe,Ajio,Ajio payment,7,July,Friday,29,Large,No,No,Q3
TXN10913,2024-11-19,471.72,Transport,Need,BHIM UPI,RedBus,RedBus payment,11,November,Tuesday,47,Small,No,No,Q4
TXN10697,2024-09-06,163.74,Transport,Need,PhonePe,Uber,Uber payment,9,September,Friday,36,Small,No,No,Q3
TXN10395,2024-06-09,2066.85,Groceries,Need,PhonePe,DMart,DMart payment,6,June,Sunday,23,Large,Yes,No,Q2
TXN10529,2024-07-13,2486.37,Shopping,Want,GPay,Nykaa,Nykaa payment,7,July,Saturday,28,Large,Yes,No,Q3
TXN10868,2024-11-03,2223.29,Shopping,Want,Paytm,Meesho,Meesho payment,11,November,Sunday,44,Large,Yes,No,Q4
TXN10018,2024-01-09,441.95,Transport,Need,Paytm,Rapido,Rapido payment,1,January,Tuesday,2,Small,No,No,Q1
TXN10731,2024-09-15,2804.54,Health & Medical,Need,PhonePe,Medplus,Medplus payment,9,September,Sunday,37,Large,Yes,No,Q3
TXN10581,2024-07-27,194.13,Food & Dining,Need,Paytm,McDonald's,McDonald's payment,7,July,Saturday,30,Small,Yes,No,Q3
TXN10976,2024-12-18,2228.94,Groceries,Need,PhonePe,Blinkit,Blinkit payment,12,December,Wednesday,51,Large,No,No,Q4
TXN10367,2024-05-28,1234.29,Entertainment,Want,GPay,YouTube Premium,YouTube Premium payment,5,May,Tuesday,22,Medium,No,No,Q2
TXN10083,2024-02-03,596.63,Miscellaneous,Want,GPay,Gift,Gift payment,2,February,Saturday,5,Medium,Yes,No,Q1
TXN10061,2024-01-24,344.1,Transport,Need,Paytm,Rapido,Rapido payment,1,January,Wednesday,4,Small,No,No,Q1
TXN10841,2024-10-24,1760.03,Miscellaneous,Want,PhonePe,Donation,Donation payment,10,October,Thursday,43,Medium,No,No,Q4
TXN10272,2024-04-22,1614.35,Groceries,Need,Paytm,BigBasket,BigBasket payment,4,April,Monday,17,Medium,No,No,Q2
TXN10285,2024-04-28,1749.68,Entertainment,Want,GPay,YouTube Premium,YouTube Premium payment,4,April,Sunday,17,Medium,Yes,No,Q2
TXN10360,2024-05-26,2720.57,Health & Medical,Need,PhonePe,Netmeds,Netmeds payment,5,May,Sunday,21,Large,Yes,No,Q2
TXN10354,2024-05-24,741.79,Groceries,Need,PhonePe,Zepto,Zepto payment,5,May,Friday,21,Medium,No,No,Q2
TXN10481,2024-06-28,1750.7,Shopping,Want,PhonePe,Amazon,Amazon payment,6,June,Friday,26,Medium,No,No,Q2
TXN10278,2024-04-25,659.66,Food & Dining,Need,GPay,Cafe Coffee Day,Cafe Coffee Day payment,4,April,Thursday,17,Medium,No,No,Q2
TXN10012,2024-01-07,1030.89,Health & Medical,Need,Paytm,Netmeds,Netmeds payment,1,January,Sunday,1,Medium,Yes,No,Q1
TXN10182,2024-03-18,444.76,Food & Dining,Need,PhonePe,Local Dhaba,Local Dhaba payment,3,March,Monday,12,Small,No,No,Q1
TXN10368,2024-05-28,70.76,Transport,Need,GPay,Rapido,Rapido payment,5,May,Tuesday,22,Small,No,No,Q2
TXN10599,2024-08-04,873.1,Food & Dining,Need,GPay,Local Dhaba,Local Dhaba payment,8,August,Sunday,31,Medium,Yes,No,Q3
TXN10630,2024-08-13,2511.36,Shopping,Want,Paytm,Flipkart,Flipkart payment,8,August,Tuesday,33,Large,No,No,Q3
TXN10223,2024-04-05,2528.27,Education,Need,GPay,Books & Stationery,Books & Stationery payment,4,April,Friday,14,Large,No,No,Q2
TXN10971,2024-12-17,117.59,Food & Dining,Need,BHIM UPI,McDonald's,McDonald's payment,12,December,Tuesday,51,Small,No,No,Q4
TXN10714,2024-09-10,1589.72,Groceries,Need,BHIM UPI,Local Kirana,Local Kirana payment,9,September,Tuesday,37,Medium,No,No,Q3
TXN10777,2024-10-02,1791.27,Bills & Utilities,Need,GPay,MPPKVVCL,MPPKVVCL payment,10,October,Wednesday,40,Medium,No,No,Q4
TXN10557,2024-07-21,3120.72,Groceries,Need,GPay,Blinkit,Blinkit payment,7,July,Sunday,29,Large,Yes,No,Q3
TXN10465,2024-06-24,492.9,Miscellaneous,Want,GPay,Donation,Donation payment,6,June,Monday,26,Small,No,No,Q2
TXN10597,2024-08-04,649.72,Food & Dining,Need,Paytm,Cafe Coffee Day,Cafe Coffee Day payment,8,August,Sunday,31,Medium,Yes,No,Q3
TXN10707,2024-09-08,1689.39,Bills & Utilities,Need,Paytm,Tata Sky,Tata Sky payment,9,September,Sunday,36,Medium,Yes,No,Q3
TXN10176,2024-03-13,3084.8,Shopping,Want,Paytm,Myntra,Myntra payment,3,March,Wednesday,11,Large,No,No,Q1
TXN10680,2024-08-27,5692.69,Travel,Want,GPay,Yatra,Yatra payment,8,August,Tuesday,35,Large,No,No,Q3
TXN10853,2024-10-27,1299.54,Education,Need,GPay,College Fees,College Fees payment,10,October,Sunday,43,Medium,Yes,No,Q4
TXN10954,2024-12-06,6563.11,Travel,Want,GPay,OYO,OYO payment,12,December,Friday,49,Large,No,No,Q4
TXN10456,2024-06-23,2059.2,Health & Medical,Need,PhonePe,Local Clinic,Local Clinic payment,6,June,Sunday,25,Large,Yes,No,Q2
TXN10532,2024-07-14,2898.17,Shopping,Want,GPay,Ajio,Ajio payment,7,July,Sunday,28,Large,Yes,No,Q3
TXN10393,2024-06-08,983.78,Groceries,Need,PhonePe,Reliance Fresh,Reliance Fresh payment,6,June,Saturday,23,Medium,Yes,No,Q2
TXN10163,2024-03-07,1207.5,Bills & Utilities,Need,PhonePe,Jio,Jio payment,3,March,Thursday,10,Medium,No,No,Q1
TXN10248,2024-04-14,732.34,Shopping,Want,PhonePe,Meesho,Meesho payment,4,April,Sunday,15,Medium,Yes,No,Q2
TXN10649,2024-08-18,2296.98,Groceries,Need,PhonePe,Zepto,No Description,8,August,Sunday,33,Large,Yes,No,Q3
TXN10902,2024-11-15,1657.02,Health & Medical,Need,Paytm,1mg,1mg payment,11,November,Friday,46,Medium,No,No,Q4
TXN10684,2024-08-28,367.95,Entertainment,Want,Paytm,YouTube Premium,YouTube Premium payment,8,August,Wednesday,35,Small,No,No,Q3
TXN10375,2024-06-03,537.72,Education,Need,PhonePe,Books & Stationery,Books & Stationery payment,6,June,Monday,23,Medium,No,No,Q2
TXN10412,2024-06-11,171.54,Entertainment,Want,PhonePe,BookMyShow,BookMyShow payment,6,June,Tuesday,24,Small,No,No,Q2
TXN10074,2024-01-27,3339.38,Groceries,Need,PhonePe,Reliance Fresh,Reliance Fresh payment,1,January,Saturday,4,Large,Yes,No,Q1
TXN10113,2024-02-15,1535.31,Health & Medical,Need,GPay,Local Clinic,No Description,2,February,Thursday,7,Medium,No,No,Q1
TXN10583,2024-07-28,554.57,Food & Dining,Need,GPay,Dominos,Dominos payment,7,July,Sunday,30,Medium,Yes,No,Q3
TXN10572,2024-07-25,208.34,Food & Dining,Need,Paytm,Local Dhaba,Local Dhaba payment,7,July,Thursday,30,Small,No,No,Q3
TXN10390,2024-06-07,87.63,Food & Dining,Need,GPay,Local Dhaba,Local Dhaba payment,6,June,Friday,23,Small,No,No,Q2
TXN10104,2024-02-10,8175.07,Travel,Want,PhonePe,Airbnb,Airbnb payment,2,February,Saturday,6,Large,Yes,Yes,Q1
TXN10114,2024-02-16,440.41,Transport,Need,PhonePe,Uber,Uber payment,2,February,Friday,7,Small,No,No,Q1
TXN10417,2024-06-13,167.19,Transport,Need,GPay,Rapido,Rapido payment,6,June,Thursday,24,Small,No,No,Q2
TXN10668,2024-08-25,944.6,Miscellaneous,Want,Paytm,Repair Shop,Repair Shop payment,8,August,Sunday,34,Medium,Yes,No,Q3
TXN10457,2024-06-23,1191.1,Miscellaneous,Want,GPay,ATM Withdrawal,ATM Withdrawal payment,6,June,Sunday,25,Medium,Yes,No,Q2
TXN10409,2024-06-11,806.96,Entertainment,Want,PhonePe,Netflix,Netflix payment,6,June,Tuesday,24,Medium,No,No,Q2
TXN10092,2024-02-07,534.11,Food & Dining,Need,GPay,Zomato,No Description,2,February,Wednesday,6,Medium,No,No,Q1
TXN10819,2024-10-17,434.02,Food & Dining,Need,Paytm,Dominos,Dominos payment,10,October,Thursday,42,Small,No,No,Q4
TXN10089,2024-02-06,1099.16,Entertainment,Want,Paytm,PVR Cinemas,PVR Cinemas payment,2,February,Tuesday,6,Medium,No,No,Q1
TXN10336,2024-05-19,575.68,Transport,Need,Paytm,IRCTC,IRCTC payment,5,May,Sunday,20,Medium,Yes,No,Q2
TXN10859,2024-11-01,2577.55,Shopping,Want,PhonePe,Nykaa,Nykaa payment,11,November,Friday,44,Large,No,No,Q4
TXN10939,2024-11-28,388.76,Transport,Need,GPay,Uber,Uber payment,11,November,Thursday,48,Small,No,No,Q4
TXN10951,2024-12-05,350.99,Food & Dining,Need,PhonePe,McDonald's,McDonald's payment,12,December,Thursday,49,Small,No,No,Q4
TXN10883,2024-11-10,776.01,Food & Dining,Need,PhonePe,Zomato,Zomato payment,11,November,Sunday,45,Medium,Yes,No,Q4
TXN10620,2024-08-12,345.84,Food & Dining,Need,PhonePe,Swiggy,No Description,8,August,Monday,33,Small,No,No,Q3
TXN10789,2024-10-05,5457.69,Shopping,Want,PhonePe,Nykaa,Nykaa payment,10,October,Saturday,40,Large,Yes,No,Q4
TXN10094,2024-02-08,15322.12,Shopping,Want,PhonePe,Amazon,Amazon payment,2,February,Thursday,6,Large,No,Yes,Q1
TXN10011,2024-01-07,463.21,Food & Dining,Need,PhonePe,Dominos,Dominos payment,1,January,Sunday,1,Small,Yes,No,Q1
TXN10396,2024-06-09,2965.26,Shopping,Want,BHIM UPI,Nykaa,Nykaa payment,6,June,Sunday,23,Large,Yes,No,Q2
TXN10545,2024-07-17,721.13,Travel,Want,GPay,OYO,OYO payment,7,July,Wednesday,29,Medium,No,No,Q3
TXN10043,2024-01-16,1099.27,Groceries,Need,Paytm,BigBasket,BigBasket payment,1,January,Tuesday,3,Medium,No,No,Q1
TXN10042,2024-01-16,1323.14,Miscellaneous,Want,BHIM UPI,Repair Shop,Repair Shop payment,1,January,Tuesday,3,Medium,No,No,Q1
TXN10167,2024-03-09,449.79,Subscriptions,Want,Paytm,iCloud,iCloud payment,3,March,Saturday,10,Small,Yes,No,Q1
TXN10416,2024-06-12,447.2,Miscellaneous,Want,PhonePe,Salon,Salon payment,6,June,Wednesday,24,Small,No,No,Q2
TXN10876,2024-11-08,1362.36,Entertainment,Want,BHIM UPI,Hotstar,Hotstar payment,11,November,Friday,45,Medium,No,No,Q4
TXN10426,2024-06-16,1698.92,Health & Medical,Need,Paytm,Apollo Pharmacy,Apollo Pharmacy payment,6,June,Sunday,24,Medium,Yes,No,Q2
TXN10980,2024-12-20,3047.85,Bills & Utilities,Need,PhonePe,Jio,Jio payment,12,December,Friday,51,Large,No,No,Q4
TXN10975,2024-12-18,1269.13,Entertainment,Want,BHIM UPI,Hotstar,Hotstar payment,12,December,Wednesday,51,Medium,No,No,Q4
TXN10687,2024-09-01,204.15,Subscriptions,Want,PhonePe,Spotify,Spotify payment,9,September,Sunday,35,Small,Yes,No,Q3
TXN10257,2024-04-18,1371.19,Miscellaneous,Want,PhonePe,ATM Withdrawal,ATM Withdrawal payment,4,April,Thursday,16,Medium,No,No,Q2
TXN10335,2024-05-18,276.07,Food & Dining,Need,GPay,Dominos,Dominos payment,5,May,Saturday,20,Small,Yes,No,Q2
TXN10015,2024-01-07,3347.42,Groceries,Need,BHIM UPI,DMart,No Description,1,January,Sunday,1,Large,Yes,No,Q1
TXN10644,2024-08-17,402.05,Food & Dining,Need,Paytm,Local Dhaba,Local Dhaba payment,8,August,Saturday,33,Small,Yes,No,Q3
TXN10324,2024-05-15,5096.86,Travel,Want,GPay,Goibibo,Goibibo payment,5,May,Wednesday,20,Large,No,No,Q2
TXN10774,2024-10-01,438.04,Food & Dining,Need,PhonePe,Zomato,No Description,10,October,Tuesday,40,Small,No,No,Q4
TXN10222,2024-04-04,750.27,Miscellaneous,Want,PhonePe,Repair Shop,Repair Shop payment,4,April,Thursday,14,Medium,No,No,Q2
TXN10179,2024-03-15,507.63,Food & Dining,Need,PhonePe,Swiggy,Swiggy payment,3,March,Friday,11,Medium,No,No,Q1
TXN10521,2024-07-11,430.71,Entertainment,Want,PhonePe,PVR Cinemas,PVR Cinemas payment,7,July,Thursday,28,Small,No,No,Q3
TXN10022,2024-01-10,1600.22,Groceries,Need,GPay,Blinkit,Blinkit payment,1,January,Wednesday,2,Medium,No,No,Q1
TXN10356,2024-05-24,263.61,Food & Dining,Need,GPay,Cafe Coffee Day,Cafe Coffee Day payment,5,May,Friday,21,Small,No,No,Q2
TXN10961,2024-12-10,1990.46,Miscellaneous,Want,GPay,Temple,Temple payment,12,December,Tuesday,50,Medium,No,No,Q4
TXN10905,2024-11-15,506.6,Food & Dining,Need,GPay,Dominos,Dominos payment,11,November,Friday,46,Medium,No,No,Q4
TXN10340,2024-05-19,1544.18,Shopping,Want,GPay,Myntra,Myntra payment,5,May,Sunday,20,Medium,Yes,No,Q2
TXN10431,2024-06-19,1443.8,Entertainment,Want,PhonePe,PVR Cinemas,PVR Cinemas payment,6,June,Wednesday,25,Medium,No,No,Q2
TXN10773,2024-09-28,2851.94,Health & Medical,Need,PhonePe,Medplus,Medplus payment,9,September,Saturday,39,Large,Yes,No,Q3
TXN10850,2024-10-27,620.4,Food & Dining,Need,Amazon Pay,Local Dhaba,Local Dhaba payment,10,October,Sunday,43,Medium,Yes,No,Q4
TXN10203,2024-03-25,111.61,Food & Dining,Need,GPay,Local Dhaba,Local Dhaba payment,3,March,Monday,13,Small,No,No,Q1
TXN10917,2024-11-20,368.93,Transport,Need,PhonePe,Ola,Ola payment,11,November,Wednesday,47,Small,No,No,Q4
TXN10093,2024-02-08,2277.07,Bills & Utilities,Need,Paytm,Tata Sky,Tata Sky payment,2,February,Thursday,6,Large,No,No,Q1
TXN10570,2024-07-24,866.89,Education,Need,GPay,upGrad,upGrad payment,7,July,Wednesday,30,Medium,No,No,Q3
TXN10068,2024-01-26,1452.23,Miscellaneous,Want,PhonePe,Repair Shop,Repair Shop payment,1,January,Friday,4,Medium,No,No,Q1
TXN10754,2024-09-22,7420.31,Travel,Want,GPay,Goibibo,Goibibo payment,9,September,Sunday,38,Large,Yes,Yes,Q3
TXN10284,2024-04-28,181.16,Health & Medical,Need,GPay,Local Clinic,Local Clinic payment,4,April,Sunday,17,Small,Yes,No,Q2
TXN10927,2024-11-25,1527.35,Miscellaneous,Want,Amazon Pay,Salon,Salon payment,11,November,Monday,48,Medium,No,No,Q4
TXN10434,2024-06-20,1317.01,Groceries,Need,Paytm,Reliance Fresh,Reliance Fresh payment,6,June,Thursday,25,Medium,No,No,Q2
TXN10153,2024-03-04,5830.65,Education,Need,Paytm,Coursera,Coursera payment,3,March,Monday,10,Large,No,No,Q1
TXN10075,2024-01-28,2090.57,Miscellaneous,Want,PhonePe,Repair Shop,Repair Shop payment,1,January,Sunday,4,Large,Yes,No,Q1
TXN10746,2024-09-18,1544.56,Miscellaneous,Want,GPay,ATM Withdrawal,ATM Withdrawal payment,9,September,Wednesday,38,Medium,No,No,Q3
TXN10446,2024-06-22,1463.81,Groceries,Need,GPay,Blinkit,Blinkit payment,6,June,Saturday,25,Medium,Yes,No,Q2
TXN10188,2024-03-20,986.4,Shopping,Want,Amazon Pay,Nykaa,Nykaa payment,3,March,Wednesday,12,Medium,No,No,Q1
TXN10271,2024-04-22,292.6,Groceries,Need,GPay,Reliance Fresh,Reliance Fresh payment,4,April,Monday,17,Small,No,No,Q2
TXN10236,2024-04-11,690.98,Groceries,Need,GPay,Zepto,Zepto payment,4,April,Thursday,15,Medium,No,No,Q2
TXN10487,2024-07-02,1387.25,Health & Medical,Need,GPay,Local Clinic,Local Clinic payment,7,July,Tuesday,27,Medium,No,No,Q3
TXN10117,2024-02-17,1889.29,Bills & Utilities,Need,GPay,MPPKVVCL,MPPKVVCL payment,2,February,Saturday,7,Medium,Yes,No,Q1
TXN10835,2024-10-22,62.37,Transport,Need,PhonePe,Ola,Ola payment,10,October,Tuesday,43,Small,No,No,Q4
TXN10512,2024-07-09,155.14,Transport,Need,BHIM UPI,Ola,Ola payment,7,July,Tuesday,28,Small,No,No,Q3
TXN10685,2024-09-01,220.54,Food & Dining,Need,BHIM UPI,McDonald's,McDonald's payment,9,September,Sunday,35,Small,Yes,No,Q3
TXN10126,2024-02-20,585.18,Food & Dining,Need,BHIM UPI,Local Dhaba,Local Dhaba payment,2,February,Tuesday,8,Medium,No,No,Q1
TXN10116,2024-02-17,345.34,Food & Dining,Need,PhonePe,Zomato,Zomato payment,2,February,Saturday,7,Small,Yes,No,Q1
TXN10473,2024-06-27,3189.22,Shopping,Want,GPay,Amazon,Amazon payment,6,June,Thursday,26,Large,No,No,Q2
TXN10708,2024-09-08,926.37,Groceries,Need,PhonePe,Local Kirana,Local Kirana payment,9,September,Sunday,36,Medium,Yes,No,Q3
TXN10057,2024-01-22,3979.38,Shopping,Want,PhonePe,Nykaa,Nykaa payment,1,January,Monday,4,Large,No,No,Q1
TXN10689,2024-09-02,541.06,Transport,Need,GPay,Ola,Ola payment,9,September,Monday,36,Medium,No,No,Q3
TXN10929,2024-11-26,2523.13,Groceries,Need,BHIM UPI,Local Kirana,Local Kirana payment,11,November,Tuesday,48,Large,No,No,Q4
TXN10369,2024-06-01,2703.86,Education,Need,Paytm,College Fees,College Fees payment,6,June,Saturday,22,Large,Yes,No,Q2
TXN10268,2024-04-21,139.54,Transport,Need,BHIM UPI,Local Auto,Local Auto payment,4,April,Sunday,16,Small,Yes,No,Q2
TXN10046,2024-01-18,469.73,Entertainment,Want,GPay,Spotify,Spotify payment,1,January,Thursday,3,Small,No,No,Q1
TXN10349,2024-05-22,411.81,Transport,Need,PhonePe,Uber,Uber payment,5,May,Wednesday,21,Small,No,No,Q2
TXN10195,2024-03-22,867.77,Miscellaneous,Want,GPay,Repair Shop,Repair Shop payment,3,March,Friday,12,Medium,No,No,Q1
TXN10851,2024-10-27,1781.68,Health & Medical,Need,Amazon Pay,Fortis Hospital,Fortis Hospital payment,10,October,Sunday,43,Medium,Yes,No,Q4
TXN10706,2024-09-08,1635.53,Entertainment,Want,BHIM UPI,Netflix,Netflix payment,9,September,Sunday,36,Medium,Yes,No,Q3
TXN10752,2024-09-21,835.68,Food & Dining,Need,GPay,Dominos,Dominos payment,9,September,Saturday,38,Medium,Yes,No,Q3
TXN10263,2024-04-20,2990.55,Education,Need,GPay,College Fees,College Fees payment,4,April,Saturday,16,Large,Yes,No,Q2
TXN10443,2024-06-21,320.56,Transport,Need,GPay,Ola,No Description,6,June,Friday,25,Small,No,No,Q2
TXN10958,2024-12-09,838.3,Groceries,Need,PhonePe,Reliance Fresh,Reliance Fresh payment,12,December,Monday,50,Medium,No,No,Q4
TXN10304,2024-05-06,16897.5,Shopping,Want,PhonePe,Meesho,Meesho payment,5,May,Monday,19,Large,No,Yes,Q2
TXN10341,2024-05-19,678.77,Food & Dining,Need,GPay,Cafe Coffee Day,Cafe Coffee Day payment,5,May,Sunday,20,Medium,Yes,No,Q2
TXN10613,2024-08-09,418.1,Groceries,Need,Amazon Pay,Local Kirana,Local Kirana payment,8,August,Friday,32,Small,No,No,Q3
TXN10986,2024-12-21,250.29,Food & Dining,Need,Paytm,Swiggy,Swiggy payment,12,December,Saturday,51,Small,Yes,No,Q4
TXN10149,2024-03-02,898.13,Entertainment,Want,GPay,BookMyShow,BookMyShow payment,3,March,Saturday,9,Medium,Yes,No,Q1
TXN10124,2024-02-19,2202.66,Groceries,Need,Paytm,BigBasket,BigBasket payment,2,February,Monday,8,Large,No,No,Q1
TXN10802,2024-10-11,131.31,Transport,Need,GPay,Rapido,Rapido payment,10,October,Friday,41,Small,No,No,Q4
TXN10869,2024-11-03,254.86,Food & Dining,Need,Paytm,Zomato,Zomato payment,11,November,Sunday,44,Small,Yes,No,Q4
TXN10050,2024-01-19,1816.21,Education,Need,BHIM UPI,College Fees,College Fees payment,1,January,Friday,3,Medium,No,No,Q1
TXN10353,2024-05-23,1312.88,Miscellaneous,Want,Paytm,Salon,Salon payment,5,May,Thursday,21,Medium,No,No,Q2
TXN10945,2024-12-03,461.16,Miscellaneous,Want,PhonePe,Donation,Donation payment,12,December,Tuesday,49,Small,No,No,Q4
TXN10142,2024-02-27,299.87,Food & Dining,Need,GPay,Cafe Coffee Day,Cafe Coffee Day payment,2,February,Tuesday,9,Small,No,No,Q1
TXN10470,2024-06-26,1094.07,Travel,Want,PhonePe,Airbnb,Airbnb payment,6,June,Wednesday,26,Medium,No,No,Q2
TXN10399,2024-06-09,768.98,Food & Dining,Need,PhonePe,McDonald's,McDonald's payment,6,June,Sunday,23,Medium,Yes,No,Q2
TXN10716,2024-09-11,189.08,Transport,Need,GPay,Uber,Uber payment,9,September,Wednesday,37,Small,No,No,Q3
TXN10320,2024-05-13,1710.2,Bills & Utilities,Need,GPay,LPG Booking,LPG Booking payment,5,May,Monday,20,Medium,No,No,Q2
TXN10019,2024-01-09,341.02,Food & Dining,Need,GPay,McDonald's,McDonald's payment,1,January,Tuesday,2,Small,No,No,Q1
TXN10826,2024-10-19,629.59,Transport,Need,BHIM UPI,Uber,No Description,10,October,Saturday,42,Medium,Yes,No,Q4
TXN10806,2024-10-12,426.81,Transport,Need,Amazon Pay,Local Auto,Local Auto payment,10,October,Saturday,41,Small,Yes,No,Q4
TXN10825,2024-10-19,290.58,Subscriptions,Want,GPay,Amazon Prime,Amazon Prime payment,10,October,Saturday,42,Small,Yes,No,Q4
TXN10407,2024-06-10,4527.72,Shopping,Want,PhonePe,Nykaa,Nykaa payment,6,June,Monday,24,Large,No,No,Q2
TXN10537,2024-07-15,1603.5,Groceries,Need,BHIM UPI,Zepto,Zepto payment,7,July,Monday,29,Medium,No,No,Q3
TXN10635,2024-08-15,613.96,Miscellaneous,Want,GPay,Salon,Salon payment,8,August,Thursday,33,Medium,No,No,Q3
TXN10038,2024-01-14,2126.62,Miscellaneous,Want,Paytm,Gift,Gift payment,1,January,Sunday,2,Large,Yes,No,Q1
TXN10175,2024-03-12,333.11,Food & Dining,Need,PhonePe,Zomato,Zomato payment,3,March,Tuesday,11,Small,No,No,Q1
TXN10245,2024-04-14,198.35,Subscriptions,Want,Amazon Pay,Amazon Prime,Amazon Prime payment,4,April,Sunday,15,Small,Yes,No,Q2
TXN10845,2024-10-25,1264.48,Health & Medical,Need,PhonePe,Fortis Hospital,Fortis Hospital payment,10,October,Friday,43,Medium,No,No,Q4
TXN10682,2024-08-28,2307.01,Bills & Utilities,Need,Paytm,BESCOM,BESCOM payment,8,August,Wednesday,35,Large,No,No,Q3
TXN10770,2024-09-27,586.99,Transport,Need,Paytm,Uber,Uber payment,9,September,Friday,39,Medium,No,No,Q3
TXN10968,2024-12-13,1258.15,Miscellaneous,Want,Paytm,Temple,Temple payment,12,December,Friday,50,Medium,No,No,Q4
TXN10154,2024-03-05,1217.89,Entertainment,Want,PhonePe,BookMyShow,BookMyShow payment,3,March,Tuesday,10,Medium,No,No,Q1
TXN10287,2024-05-01,186.84,Subscriptions,Want,GPay,Amazon Prime,Amazon Prime payment,5,May,Wednesday,18,Small,No,No,Q2
